currTime,TotalEnergyConsumption,TotalEnvCost
159305,292880,292880
159366,292995,292995
159435,293120,293120
159625,293470,293470
159709,293620,293620
159973,294100,294100
160029,294205,294205
160151,294425,294425
160369,294815,294815
160373,294825,294825
160609,295245,295245
160749,295500,295500
160881,295735,295735
160980,295915,295915
161161,296245,296245
161267,296435,296435
161721,297255,297255
161866,297520,297520
161901,297585,297585
161954,297680,297680
161974,297720,297720
161982,297735,297735
162024,297810,297810
162139,298030,298030
162168,298085,298085
162450,298610,298610
162525,298750,298750
162584,298855,298855
162707,299080,299080
162710,299085,299085
162915,299455,299455
162925,299475,299475
162980,299570,299570
163180,299930,299930
163256,300070,300070
163339,300220,300220
163398,300325,300325
163408,300345,300345
163448,300415,300415
163598,300695,300695
163724,300920,300920
163799,301060,301060
163809,301075,301075
163823,301100,301100
163876,301200,301200
163896,301240,301240
163935,301310,301310
163977,301390,301390
164072,301570,301570
164120,301660,301660
164264,301935,301935
164302,302005,302005
164679,302690,302690
164751,302820,302820
164825,302955,302955
164866,303030,303030
165084,303425,303425
165187,303610,303610
165461,304105,304105
165473,304125,304125
165602,304360,304360
165681,304505,304505
165800,304725,304725
165921,304950,304950
165939,304985,304985
165999,305095,305095
166091,305270,305270
166101,305285,305285
166106,305295,305295
166116,305315,305315
166245,305565,305565
166288,305645,305645
166454,305960,305960
166469,305985,305985
166491,306028,306028
166615,306260,306260
166628,306285,306285
166756,306525,306525
166767,306545,306545
166850,306700,306700
166855,306710,306710
166857,306715,306715
166992,306970,306970
167018,307015,307015
167175,307310,307310
167256,307460,307460
167438,307790,307790
167518,307935,307935
167572,308035,308035
167672,308215,308215
167799,308445,308445
167829,308500,308500
167904,308635,308635
168114,309015,309015
168128,309040,309040
168239,309240,309240
168429,309585,309585
168789,310235,310235
169030,310670,310670
169117,310825,310825
169348,311235,311235
169379,311290,311290
169442,311405,311405
169628,311740,311740
169643,311770,311770
169672,311820,311820
169708,311885,311885
169836,312120,312120
169848,312140,312140
170019,312455,312455
170109,312620,312620
170133,312665,312665
170143,312680,312680
170396,313150,313150
170401,313160,313160
170505,313350,313350
170521,313385,313385
170659,313645,313645
170688,313700,313700
170708,313735,313735
170795,313905,313905
170961,314215,314215
170974,314240,314240
171152,314565,314565
171199,314650,314650
171225,314700,314700
171341,314915,314915
171344,314920,314920
171477,315170,315170
171612,315420,315420
171861,315875,315875
171883,315915,315915
172354,316770,316770
172403,316860,316860
172521,317075,317075
172678,317360,317360
172679,317365,317365
172738,317470,317470
172758,317505,317505
172828,317635,317635
173267,318425,318425
173286,318460,318460
173327,318530,318530
173513,318865,318865
173593,319005,319005
173862,319485,319485
173863,319490,319490
174008,319745,319745
174403,320450,320450
174411,320465,320465
174422,320485,320485
174440,320520,320520
174506,320640,320640
174567,320750,320750
174786,321155,321155
174923,321405,321405
174966,321485,321485
175064,321665,321665
175072,321680,321680
175117,321760,321760
175161,321845,321845
175204,321920,321920
175623,322700,322700
175630,322710,322710
175663,322770,322770
175678,322800,322800
175780,322990,322990
175909,323225,323225
175932,323265,323265
176023,323430,323430
176120,323610,323610
176236,323815,323815
176278,323890,323890
176284,323905,323905
176410,324135,324135
176421,324155,324155
176430,324170,324170
176507,324315,324315
176539,324375,324375
176602,324490,324490
176604,324495,324495
176828,324915,324915
176928,325100,325100
176994,325225,325225
177046,325320,325320
177101,325425,325425
177168,325550,325550
177408,325995,325995
177489,326145,326145
177511,326185,326185
177609,326365,326365
177910,326920,326920
177978,327045,327045
177995,327080,327080
178159,327385,327385
178247,327550,327550
178251,327560,327560
178411,327860,327860
178426,327885,327885
178594,328200,328200
178598,328205,328205
178613,328235,328235
178704,328400,328400
178995,328930,328930
179135,329185,329185
179138,329190,329190
179239,329375,329375
179247,329390,329390
179290,329470,329470
179305,329500,329500
179362,329605,329605
179439,329750,329750
179450,329770,329770
179621,330090,330090
179657,330160,330160
179715,330270,330270
179809,330445,330445
179909,330630,330630
179944,330690,330690
180068,330920,330920
180171,331115,331115
180343,331425,331425
180355,331445,331445
180448,331615,331615
180540,331780,331780
180718,332105,332105
180912,332450,332450
180975,332565,332565
180981,332575,332575
181279,333115,333115
181361,333265,333265
181443,333415,333415
181538,333590,333590
181623,333745,333745
181937,334325,334325
181955,334355,334355
181959,334365,334365
181967,334380,334380
181973,334390,334390
181974,334390,334390
182231,334880,334880
182277,334970,334970
182433,335260,335260
182454,335295,335295
182510,335400,335400
182543,335460,335460
182625,335615,335615
182660,335680,335680
182670,335700,335700
182691,335740,335740
182929,336195,336195
183065,336445,336445
183223,336735,336735
183250,336785,336785
183401,337065,337065
183552,337340,337340
183560,337355,337355
183672,337560,337560
183741,337690,337690
183756,337715,337715
183764,337730,337730
183993,338165,338165
184002,338180,338180
184019,338210,338210
184075,338320,338320
184179,338515,338515
184186,338530,338530
184386,338910,338910
184449,339030,339030
184721,339535,339535
184802,339685,339685
184870,339810,339810
185181,340385,340385
185217,340450,340450
185254,340515,340515
185379,340740,340740
185487,340935,340935
185567,341080,341080
185672,341275,341275
185695,341315,341315
185878,341650,341650
185983,341845,341845
186075,342015,342015
186404,342620,342620
186457,342715,342715
186460,342720,342720
186533,342860,342860
186566,342920,342920
186608,343000,343000
186654,343085,343085
186781,343330,343330
186917,343585,343585
186975,343690,343690
187078,343880,343880
187140,343995,343995
187185,344080,344080
187228,344160,344160
187239,344180,344180
187413,344500,344500
187627,344890,344890
187658,344945,344945
187730,345075,345075
187915,345410,345410
188033,345625,345625
188077,345705,345705
188109,345765,345765
188155,345850,345850
188312,346135,346135
188378,346260,346260
188479,346445,346445
188658,346770,346770
188703,346855,346855
188747,346935,346935
188796,347025,347025
188821,347075,347075
189024,347455,347455
189156,347695,347695
189291,347940,347940
189308,347970,347970
189319,347995,347995
189424,348185,348185
189531,348380,348380
189536,348390,348390
189604,348510,348510
189644,348585,348585
189760,348800,348800
189943,349135,349135
190085,349390,349390
190149,349505,349505
190180,349560,349560
190339,349850,349850
190429,350015,350015
190471,350090,350090
190596,350320,350320
190663,350445,350445
190669,350455,350455
190683,350480,350480
190772,350650,350650
190898,350885,350885
190944,350970,350970
191032,351135,351135
191124,351305,351305
191281,351595,351595
191337,351700,351700
191625,352220,352220
191661,352285,352285
191728,352405,352405
191830,352595,352595
191973,352855,352855
192076,353045,353045
192088,353070,353070
192294,353455,353455
192301,353465,353465
192307,353480,353480
192330,353520,353520
192527,353895,353895
192687,354195,354195
192953,354680,354680
193008,354780,354780
193028,354820,354820
193061,354880,354880
193094,354940,354940
193121,354990,354990
193343,355400,355400
193351,355415,355415
193402,355510,355510
193709,356075,356075
193716,356090,356090
193722,356100,356100
193744,356140,356140
193804,356255,356255
194127,356860,356860
194137,356880,356880
194240,357070,357070
194273,357135,357135
194510,357575,357575
194590,357725,357725
194603,357745,357745
194613,357765,357765
194661,357855,357855
194788,358090,358090
194831,358170,358170
195014,358505,358505
195031,358535,358535
195093,358650,358650
195224,358890,358890
195280,358995,358995
195293,359020,359020
195308,359050,359050
195763,359885,359885
195949,360225,360225
196103,360505,360505
196239,360745,360745
196373,360985,360985
196629,361450,361450
196637,361465,361465
196664,361515,361515
196668,361520,361520
196711,361600,361600
196726,361630,361630
196843,361850,361850
196866,361895,361895
196933,362020,362020
197099,362335,362335
197248,362620,362620
197491,363070,363070
197675,363405,363405
197681,363415,363415
197882,363785,363785
197947,363905,363905
197971,363950,363950
197976,363960,363960
198130,364245,364245
198164,364305,364305
198238,364445,364445
198287,364535,364535
198534,364980,364980
198592,365085,365085
198660,365205,365205
198683,365250,365250
198689,365260,365260
198790,365445,365445
198826,365510,365510
199031,365890,365890
199050,365925,365925
199122,366060,366060
199188,366185,366185
199295,366380,366380
199370,366520,366520
199379,366535,366535
199387,366550,366550
199428,366630,366630
199545,366850,366850
199675,367095,367095
199719,367175,367175
199825,367375,367375
200012,367725,367725
200186,368050,368050
200281,368225,368225
200283,368230,368230
200403,368455,368455
200538,368710,368710
200545,368720,368720
200632,368885,368885
200939,369450,369450
201031,369620,369620
201087,369720,369720
201383,370265,370265
201418,370330,370330
201460,370410,370410
201489,370465,370465
201582,370640,370640
202118,371635,371635
202189,371770,371770
202243,371870,371870
202489,372325,372325
202555,372445,372445
202640,372605,372605
202815,372925,372925
202818,372930,372930
202827,372950,372950
202844,372980,372980
203097,373445,373445
203357,373910,373910
203424,374030,374030
203573,374300,374300
203588,374325,374325
203692,374515,374515
203719,374565,374565
203739,374600,374600
203754,374630,374630
203771,374660,374660
203807,374730,374730
203842,374795,374795
203976,375050,375050
204027,375145,375145
204291,375650,375650
204566,376155,376155
204907,376765,376765
204971,376875,376875
204996,376920,376920
205074,377065,377065
205456,377750,377750
205624,378050,378050
205689,378165,378165
205723,378230,378230
205776,378325,378325
205897,378545,378545
206154,379005,379005
206282,379235,379235
206433,379510,379510
206461,379560,379560
206549,379715,379715
206583,379780,379780
206659,379920,379920
206692,379980,379980
206711,380015,380015
207034,380615,380615
207041,380630,380630
207118,380770,380770
207123,380780,380780
207156,380840,380840
207258,381035,381035
207299,381110,381110
207683,381830,381830
207732,381920,381920
207753,381960,381960
207853,382145,382145
208015,382445,382445
208110,382615,382615
208177,382740,382740
208199,382780,382780
208262,382900,382900
208397,383150,383150
208414,383180,383180
208483,383310,383310
208487,383320,383320
208698,383720,383720
208867,384035,384035
208972,384235,384235
209295,384825,384825
209418,385055,385055
209561,385320,385320
209699,385570,385570
209725,385620,385620
209751,385670,385670
209825,385805,385805
209940,386020,386020
209979,386095,386095
210153,386420,386420
210296,386685,386685
210403,386880,386880
210416,386905,386905
210467,387000,387000
210652,387350,387350
210683,387405,387405
210715,387470,387470
210894,387805,387805
210985,387975,387975
211142,388265,388265
211221,388415,388415
211242,388450,388450
211271,388505,388505
211320,388600,388600
211443,388830,388830
211671,389255,389255
211868,389625,389625
211986,389845,389845
212290,390405,390405
212622,391005,391005
212644,391045,391045
212731,391205,391205
212733,391210,391210
212885,391485,391485
213152,391970,391970
213174,392005,392005
213195,392045,392045
213216,392085,392085
213225,392100,392100
213317,392270,392270
213686,392945,392945
213877,393290,393290
213926,393380,393380
214003,393520,393520
214034,393580,393580
214084,393670,393670
214104,393710,393710
214126,393750,393750
214342,394150,394150
214568,394565,394565
214607,394640,394640
214647,394710,394710
214898,395170,395170
215160,395640,395640
215217,395740,395740
215394,396060,396060
215398,396065,396065
215412,396090,396090
215470,396195,396195
215485,396225,396225
215700,396625,396625
215735,396690,396690
215777,396765,396765
215891,396980,396980
215928,397050,397050
216259,397655,397655
216389,397895,397895
216418,397945,397945
216500,398095,398095
216541,398170,398170
216569,398220,398220
216769,398590,398590
216860,398755,398755
216930,398885,398885
216933,398890,398890
216968,398955,398955
217004,399020,399020
217018,399050,399050
217087,399180,399180
